GEO.id2,HC01_VC03,HC01_VC27,HC01_VC74,HC01_VC85,HC01_VC86
Id2,Estimate; EMPLOYMENT STATUS - Population 16 years and over,Estimate; COMMUTING TO WORK - Workers 16 years and over,Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households,Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars),Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
87070,212,147,34,-,157626
87072,534,281,196,45417,47856
87083,503,202,272,54318,61760
87102,16473,8974,8925,28818,40153
87104,10618,5438,5588,43304,71446
87105,45899,23781,19865,38575,50636
87106,21361,13219,11217,36267,60722
87107,25031,13934,12993,46817,69930
87108,30906,16758,17012,28476,42013
87109,33086,19198,17425,49141,65306
87110,32070,18814,16945,48598,63901
87111,47552,26856,24198,67414,91798
87112,35354,20100,18170,49734,63844
87113,12044,7799,5758,75820,94120
87114,53208,33388,24996,65635,79213
87116,2743,1911,1220,67135,73678
87117,345,309,0,-,-
87120,49253,30720,23390,66285,83183
87121,56237,32677,23500,41863,50672
87122,14624,8477,6881,111676,143118
87123,34935,19648,17199,46470,65925
87124,43126,24431,20282,57052,70305
87144,31015,18110,13801,68977,80183
87301,16605,8574,7299,42325,57990
87305,2905,1069,1028,21364,32172
87310,804,288,256,26176,36722
87311,2970,1133,1009,23808,34244
87312,420,149,185,19702,37294
87313,4703,1808,1562,34167,43389
87315,123,51,74,42321,45131
87316,1108,359,386,27143,37856
87317,1098,566,452,23370,54266
87319,1675,550,544,20806,29796
87320,474,163,172,25714,38248
87321,1680,747,704,34545,45832
87322,119,32,27,39583,42430
87323,2878,1010,1195,19386,30761
87325,2479,853,892,31397,39582
87326,1308,473,464,26515,36279
87327,7223,3421,1906,33956,41842
87328,1745,518,691,22614,35256
87347,107,54,74,76618,75978
87357,549,222,233,22212,36996
87364,865,232,313,19271,32618
87375,2427,815,783,24688,35130
87401,34944,19410,15609,50795,69428
87402,7738,4509,3645,71372,85903
87410,13123,7320,6321,49798,62924
87412,579,267,339,49201,46571
87413,12403,6700,5289,50919,64751
87415,1357,646,655,57250,70721
87416,4041,1856,1384,44541,54114
87417,4255,2254,1800,51643,59373
87418,774,464,360,66842,107670
87419,219,76,140,67778,61062
87420,9416,4132,3269,34330,47677
87421,1670,851,607,59671,64160
87455,1409,507,569,24489,39445
87461,1037,370,453,21211,30604
87499,475,241,180,37714,36335
87501,14296,7617,8311,62632,95433
87505,26879,14498,14147,56069,80565
87506,10971,5425,5639,67997,111764
87507,36778,23333,17490,52581,67227
87508,17274,8992,7866,73366,97633
87510,753,160,364,-,61740
87511,1956,822,745,39080,48969
87512,69,29,29,-,N
87513,700,416,337,45125,79009
87514,987,223,348,34747,60203
87515,450,107,141,39620,42348
87516,115,19,35,20547,28577
87517,205,70,186,21217,29903
87518,34,14,24,-,N
87519,306,115,185,28109,26482
87520,971,383,509,27589,37607
87521,663,171,341,15615,26985
87522,2342,1255,977,27488,50527
87523,510,230,152,-,64736
87524,104,0,45,-,N
87525,114,110,28,60833,60154
87527,604,251,299,29583,37095
87528,2376,1220,856,34800,42851
87529,3949,2224,1683,46132,63821
87530,721,415,224,31477,45958
87531,454,39,158,31930,64847
87532,14915,6982,6615,30673,50924
87533,87,55,59,35250,39510
87535,1060,472,499,61953,64701
87537,2020,838,957,36104,41349
87538,668,224,382,19145,30721
87539,21,21,21,-,N
87540,775,439,438,68403,96888
87543,80,80,50,-,N
87544,14444,9040,7525,110190,123134
87548,718,374,362,45585,53532
87549,401,351,257,50181,48963
87551,282,54,153,28147,32747
87552,2891,1282,1445,29987,43370
87553,1160,441,475,30795,41030
87554,0,0,0,-,-
87556,2182,1059,1075,31465,42134
87557,5071,2708,2324,39356,57969
87558,367,224,207,37679,49306
87560,1307,363,617,28179,28375
87562,337,91,188,38542,45188
87564,315,84,146,-,48317
87565,347,167,225,-,36532
87566,2930,1190,831,33203,46904
87567,1168,661,585,27083,38271
87569,453,181,199,25845,45605
87571,9774,4732,4543,35145,49983
87573,38,38,38,-,N
87574,229,133,92,-,70086
87575,1128,322,383,41948,49648
87577,268,176,173,33835,42987
87578,255,62,158,45761,45725
87579,574,253,230,39306,40314
87580,498,345,255,-,53734
87581,0,0,0,-,-
87582,469,262,230,37024,70500
87583,130,59,71,4836,16499
87701,15809,6143,7083,28023,42273
87710,1304,640,718,41944,54555
87711,434,62,216,17071,21814
87712,154,94,75,40795,47552
87713,204,43,92,88194,70202
87714,910,419,470,31389,46590
87715,337,48,225,18750,20644
87718,341,131,184,45513,44700
87722,693,180,210,44896,59529
87723,283,14,81,15208,15337
87724,16,0,16,-,N
87728,309,163,154,35417,46884
87729,68,21,40,19531,34845
87730,33,27,11,32083,31309
87731,164,87,107,65464,49008
87732,1225,540,419,34361,51484
87733,101,48,53,43250,53328
87734,213,80,96,17105,28343
87735,50,0,50,11563,13650
87736,153,56,64,-,34330
87740,5939,2635,3435,30017,43443
87742,327,61,212,38274,39204
87743,288,112,121,28542,74381
87745,662,392,292,41500,56447
87746,45,1,42,30156,26924
87747,1381,518,552,36389,49150
87749,188,87,22,-,N
87750,0,0,0,-,-
87752,447,178,171,27679,37850
87753,76,12,23,25313,23722
87801,7716,3478,2663,35074,50096
87820,69,16,26,-,N
87821,502,111,307,44107,58856
87823,586,331,306,52674,51819
87824,95,0,95,17147,21507
87825,1597,551,669,25523,39629
87827,108,12,59,-,40829
87828,377,62,183,16506,29092
87829,482,172,236,47961,46903
87830,1516,403,518,41422,46613
87831,268,110,60,64091,62482
87832,313,72,205,-,44592
87901,5550,2116,3125,28681,48701
87930,505,166,252,-,25746
87931,632,314,368,32875,52786
87933,114,100,31,-,N
87935,1571,358,863,34583,45917
87936,293,124,196,25000,25254
87937,2125,1246,1007,19432,24794
87939,72,56,41,51484,49876
87940,612,341,235,56213,68067
87941,588,177,299,20125,27078
87942,810,395,449,29625,42918
87943,208,82,100,31970,32116
88001,30325,16110,14227,28372,41469
88002,905,705,296,47039,56800
88003,490,113,0,-,-
88004,789,0,0,-,-
88005,23217,12102,10920,44876,63229
88007,17578,9492,8266,45415,67422
88008,5208,2866,2501,49743,62617
88009,41,38,3,-,N
88011,24532,13088,12804,55707,82608
88012,20284,11363,9761,46613,57891
88020,555,276,277,37875,46349
88021,14047,7783,5675,31195,41975
88022,960,368,457,41295,50715
88023,2000,780,1033,35958,44056
88024,239,193,85,40888,49325
88025,292,74,165,28352,46677
88026,1217,546,666,25682,35843
88027,238,99,123,26563,43398
88028,191,83,98,31200,49785
88029,826,311,408,13878,20989
88030,17699,7428,8664,28208,40982
88032,249,162,151,46425,44772
88033,0,0,0,-,-
88034,102,28,36,-,37742
88038,237,139,154,50694,69997
88039,327,122,186,53000,54888
88040,61,27,43,-,50442
88041,963,373,540,37697,39448
88042,184,96,141,-,51381
88043,1295,480,637,36510,45216
88044,2979,1552,1388,37845,53578
88045,2776,1233,1362,31333,43458
88046,693,356,384,43500,50200
88047,1915,1237,878,81250,78890
88048,2006,1089,922,34167,47118
88049,450,43,195,-,52332
88051,133,38,54,83370,71078
88052,225,20,114,12500,19310
88053,101,20,80,-,112685
88055,12,6,12,-,N
88056,174,71,110,23750,32694
88061,14591,7153,7451,42920,59493
88063,9509,5018,3645,24867,35155
88065,422,316,267,54153,57407
88072,1257,732,457,27798,32741
88081,12491,5073,4307,24917,40334
88101,35475,20708,17318,42052,57870
88103,316,316,0,-,-
88112,127,73,54,51875,78570
88113,48,31,22,-,52023
88114,7,0,3,-,N
88115,69,37,45,49125,58013
88116,245,113,139,42813,70614
88118,207,121,110,51607,45242
88119,1493,641,631,31326,51684
88120,214,55,88,48167,60188
88121,69,32,44,38125,74709
88124,914,447,497,47614,60041
88125,35,27,21,-,51057
88126,27,11,12,-,140392
88130,14085,7352,6651,35388,49035
88132,217,95,96,60833,74759
88134,95,16,20,-,N
88135,1248,707,561,36726,48968
88136,25,18,15,105625,101907
88201,20704,11382,10137,48632,68194
88203,22925,11794,10661,36894,46324
88210,14122,8256,6915,57491,75903
88220,27436,16796,13365,63446,73532
88230,3763,1903,1577,38582,56971
88231,2319,1302,1064,65536,75961
88232,1943,787,655,40875,49831
88240,29254,16300,12673,57901,72176
88242,5403,3350,2381,78393,97147
88250,228,109,105,-,44388
88252,1666,932,793,53147,63052
88253,606,334,296,50862,54351
88254,31,31,31,-,N
88255,21,21,11,-,N
88256,1475,794,731,37361,55864
88260,10956,5960,4613,54293,70579
88262,6,4,4,-,N
88263,150,61,62,-,97408
88264,9,9,9,-,N
88265,107,49,52,100147,80479
88267,884,487,437,52644,64887
88268,147,147,57,-,N
88301,991,337,512,28816,39036
88310,29256,15894,14701,45660,56955
88311,1153,600,528,40551,86425
88312,2243,1003,1173,56342,82487
88314,22,0,22,-,-
88316,1847,792,927,41188,68989
88317,1256,585,649,50688,62745
88318,294,130,142,56875,63460
88321,91,27,60,24063,28773
88323,0,0,0,-,-
88324,173,74,86,-,56431
88325,452,166,266,28571,46069
88330,2484,1980,1015,46189,54579
88336,364,157,142,24694,37600
88337,1883,703,968,50417,56137
88338,274,115,105,145274,124109
88339,552,172,241,52083,79145
88340,2559,1228,957,33702,41666
88341,430,71,229,42396,49572
88342,78,21,45,-,54940
88343,27,8,14,42083,40507
88344,25,0,13,-,N
88345,6865,3058,3273,42651,60518
88346,2392,999,1091,35931,56210
88347,120,55,59,32569,30169
88348,263,192,112,23571,33299
88349,12,12,12,-,N
88350,336,112,263,21715,30090
88351,167,52,92,28333,56277
88352,3996,1879,2002,45618,51047
88353,212,45,103,23393,35122
88354,14,0,14,-,N
88355,0,0,0,-,-
88401,5125,2141,2336,25453,37182
88410,50,24,23,-,N
88411,50,30,30,-,57217
88414,31,9,11,-,43200
88415,2857,1248,1090,37979,61187
88416,0,0,0,-,-
88417,0,0,0,-,-
88418,136,55,71,41875,63020
88419,125,99,81,43583,57633
88421,32,0,32,-,N
88422,85,34,54,66161,67402
88424,61,30,41,-,35237
88426,921,475,432,37258,57063
88427,185,72,60,46667,78183
88430,61,26,46,45417,57659
88431,43,17,10,-,N
88434,296,190,124,53333,64817
88435,3142,1258,988,27833,44059
88436,104,51,72,36034,35189
89001,853,371,391,57827,56666
89002,26764,15802,12021,78792,93676
89003,637,278,356,34085,65329
89004,384,145,144,74118,186332
89005,13098,6175,6403,57843,73638
89007,1000,425,320,66167,59174
89008,1068,527,554,56583,60564
89010,443,216,208,46111,56505
89011,19456,11583,9080,60075,88959
89012,26404,14955,13337,72973,96133
89013,336,112,198,34583,40438
89014,32247,19456,15658,54051,69710
89015,34432,17312,14961,52082,62185
89017,78,0,46,-,N
89018,4651,255,373,42375,45479
89019,1427,759,788,35856,55862
89020,955,501,415,53508,54358
89021,2410,1389,1018,78966,87274
89022,9,0,9,-,N
89025,1130,533,373,53125,73216
89026,0,0,0,-,-
89027,14773,5299,7729,47642,59380
89029,7129,2288,4020,33031,45924
89030,34586,17695,13374,32533,41128
89031,50273,30857,20092,63004,72889
89032,33396,19901,13594,56978,63286
89039,134,9,96,26389,32068
89040,2667,1189,1285,56823,62852
89042,1083,537,527,53949,103263
89043,1304,324,412,33981,54078
89044,16429,8154,8294,78896,96652
89045,1489,1091,779,93125,95090
89046,332,153,212,31389,48033
89047,65,48,46,-,67152
89048,18454,6775,8789,41726,50540
89049,2353,1277,1332,37609,44586
89052,43047,23641,21160,79026,108674
89054,41,24,28,-,26257
89060,8049,2725,3874,38370,47664
89061,4549,1539,2332,54375,65354
89074,40686,25658,19453,68479,89033
89081,25950,15622,10344,61116,69765
89084,19419,11377,8794,71924,87663
89085,3487,2414,1307,106295,106926
89086,4082,2620,1862,57340,60658
89101,33413,14945,14219,24023,36161
89102,29683,16579,14517,33681,49252
89103,43228,26479,21483,39770,51200
89104,31529,16796,14193,34792,45860
89106,19699,9926,8629,31421,44867
89107,28890,15944,12261,41333,55227
89108,57043,33761,25876,44602,54741
89109,6755,4182,3972,46875,90957
89110,54638,31550,20897,44947,61372
89113,23344,15504,10576,65337,88763
89115,42648,22946,17723,35395,44521
89117,45811,27277,22687,54216,85368
89118,17903,11315,8226,51687,70244
89119,43018,25653,20964,32879,43194
89120,21090,11659,9319,51422,71715
89121,52490,28022,24164,39173,53973
89122,40664,22882,17964,46560,56182
89123,49346,31212,23261,62745,80434
89124,812,449,361,89375,114604
89128,29509,17858,14181,55840,72843
89129,44180,27689,19727,67866,84245
89130,29620,16794,12555,65485,78300
89131,35914,22155,15670,85955,99655
89134,22113,8229,11358,64844,93931
89135,21368,11947,11000,84397,134798
89138,11123,7069,5322,110136,141508
89139,29803,20472,12126,73375,85111
89141,23565,15483,10056,85924,113667
89142,27446,16316,10869,48978,60633
89143,9685,6255,4257,81419,97288
89144,15483,8879,7224,84051,118497
89145,20372,11935,9614,56424,84422
89146,15198,8402,6653,46451,65897
89147,44686,27122,19600,52796,68746
89148,38062,25824,16954,67477,78363
89149,30003,18407,13824,68538,92283
89156,21674,12370,9189,47541,57253
89161,107,107,84,36694,249651
89166,15091,8616,5793,80814,87968
89169,16796,10109,8705,30960,44408
89178,27992,19748,12150,79846,93442
89179,4462,3000,1961,85647,96651
89183,30834,20477,13574,64616,76452
89191,701,701,0,-,-
89301,6342,2645,2495,60327,73821
89310,418,188,260,45568,62569
89311,106,70,44,90313,73743
89314,233,140,130,45000,54295
89316,980,653,515,73750,85093
89317,267,165,115,78005,62896
89318,1047,477,561,54321,62910
89319,225,96,108,68750,61773
89402,15,0,8,-,N
89403,12213,6708,5711,55068,65608
89404,75,14,46,56429,51835
89405,27,17,17,-,N
89406,18858,9846,9715,46991,61539
89408,15350,8253,7263,56383,64668
89409,158,66,112,-,123184
89410,9066,4230,4692,60030,72257
89411,689,317,332,154583,270781
89412,230,170,125,-,88276
89413,584,257,299,91442,177405
89414,253,150,142,44896,55863
89415,2696,1249,1393,46806,55285
89418,229,171,132,75823,80605
89419,4856,1642,1517,53016,57292
89420,8,8,8,-,N
89421,413,129,180,22143,34439
89422,85,37,45,52083,68913
89423,8929,4053,4483,72048,87819
89424,246,80,106,29444,38844
89425,362,128,182,46700,54537
89426,151,91,138,35474,40630
89427,835,347,390,26944,35252
89428,151,75,91,56103,58003
89429,6274,2255,2776,41694,52336
89430,447,231,202,-,136669
89431,30110,17265,14379,41267,51859
89433,16589,9741,6822,49579,57919
89434,21774,13729,10505,60639,72545
89436,31874,20233,15104,82881,95374
89438,69,36,36,-,73781
89439,1248,651,667,56917,82409
89440,672,389,365,55927,65558
89441,10109,5878,4292,85258,97159
89442,873,456,435,41758,47137
89444,2346,795,1242,52250,63801
89445,12245,8108,5923,73470,79344
89446,0,0,0,-,-
89447,6275,2674,3304,42946,57259
89448,1274,593,696,75833,106425
89449,2848,1767,1522,53846,80601
89450,91,62,45,135469,114082
89451,7455,4331,3700,81585,133698
89460,11034,6153,5499,56229,73054
89501,3658,1554,2369,28229,62064
89502,35542,21980,18300,39061,52464
89503,25175,15115,11430,49122,64058
89506,32342,19328,13386,57348,67324
89508,9642,5691,4353,73433,79222
89509,29337,18044,16556,56483,86530
89510,1268,588,592,61250,103785
89511,21468,12682,10751,91019,126992
89512,19767,10964,9743,33202,45373
89519,6958,3793,3673,97240,144968
89521,22890,14674,11247,86078,102076
89523,28175,18038,14223,68769,84753
89701,21508,11785,9918,49241,63661
89702,0,0,0,-,-
89703,8199,4283,4416,65395,89618
89704,3561,1959,1765,86815,134697
89705,4309,2449,2090,61393,83189
89706,15830,8410,8439,41329,55870
89801,19773,13138,8751,77329,89884
89815,10622,7341,4961,94340,102745
89820,4096,2544,1968,83250,82310
89821,410,228,249,83295,71142
89822,1985,1009,745,73580,97014
89823,121,86,59,110580,99680
89825,1038,736,525,24840,31561
89826,0,0,0,-,-
89828,298,193,155,143005,128190
89830,145,32,82,-,43299
89831,32,0,16,-,N
89832,991,504,499,35391,45125
89833,119,69,56,38750,42877
89834,102,49,50,28370,30098
89835,1561,886,752,58182,63254
89883,2862,2303,1332,48615,59491
90001,42246,22698,13807,35660,45650
90002,37823,18539,12694,34000,44463
90003,50197,25986,16581,34397,43342
90004,51898,33739,22140,46581,82091
90005,32533,21096,16399,32461,49310
90006,49185,30991,19486,33790,44293
90007,35736,15869,11695,23070,37116
90008,27099,14198,14937,36641,59516
90010,3548,2042,1986,47115,67671
90011,76912,43910,23884,33824,43479
90012,30794,12455,11971,38786,61644
90013,11668,5401,7047,22808,59395
90014,7320,4221,5000,37619,65003
90015,16298,10233,8510,32979,71678
90016,37867,21915,16954,43443,59776
90017,21067,12883,10433,28638,52641
90018,41022,22857,16395,37341,54309
90019,55665,35234,24426,50671,79431
90020,32810,21393,16364,42407,64947
90021,2792,1413,1966,12864,47393
90022,51281,27738,17640,41276,51693
90023,35471,19942,11583,40225,50263
90024,46417,20023,16812,59418,115135
90025,42358,28830,21959,78713,104513
90026,58008,36757,25510,54342,81369
90027,40818,26288,21907,58344,91647
90028,28862,18616,16301,40068,57298
90029,33242,21167,14188,37379,52221
90031,31302,17824,11720,41126,57701
90032,38428,21410,13429,47370,63349
90033,36437,18643,13165,31683,43562
90034,48692,34360,25725,65572,88643
90035,24541,15962,12704,76677,117082
90036,32462,22553,18230,74279,109322
90037,47194,25056,17007,31045,41358
90038,23652,15785,11190,36996,57827
90039,25118,16182,11523,81394,110871
90040,10118,5389,3565,43585,55182
90041,23945,13905,9547,73250,102049
90042,51589,30827,20527,55596,74213
90043,36423,18621,16789,41812,68192
90044,69802,36064,27804,32278,45149
90045,35821,21718,15576,90399,124055
90046,48318,33593,29180,65990,109321
90047,39252,19493,16952,42551,57309
90048,20459,14470,12184,85396,127817
90049,30950,19165,16514,121671,215373
90056,6640,3603,3480,84438,122938
90057,39525,25233,16914,31337,41223
90058,2013,1007,795,16425,33969
90059,32414,16769,10590,37653,49010
90061,21009,10968,7307,37126,48771
90062,26313,14417,9719,40018,54079
90063,41016,22990,13591,44121,57627
90064,20959,13568,10999,92194,143195
90065,39218,23663,15167,58405,85866
90066,50658,33196,24951,75209,104793
90067,2104,813,1342,123889,246237
90068,19346,13679,11703,82718,148497
90069,19604,14343,12379,86403,133056
90071,0,0,0,-,-
90073,944,70,0,-,-
90077,7266,3967,3370,184722,291060
90079,0,0,0,-,-
90089,3846,697,7,-,N
90090,0,0,0,-,-
90094,6891,4902,3874,136250,180643
90095,0,0,0,-,-
90201,74481,42139,24088,39498,49208
90210,16604,8779,7983,149732,275474
90211,6756,4126,3755,71402,130014
90212,10810,6775,5921,103032,162172
90220,39617,20883,13270,54014,62982
90221,39753,20393,12122,46008,56753
90222,23264,11963,7820,40719,51832
90230,26768,17120,13088,79242,102510
90232,12823,8601,6458,82254,113277
90240,20606,12552,7224,81205,105529
90241,35243,21212,13371,64222,78961
90242,33156,19820,12101,62402,75620
90245,13445,8975,6638,92942,120471
90247,38326,21420,15870,46076,63306
90248,8995,4872,3642,58703,78339
90249,21317,11567,8639,53964,73839
90250,74721,45706,32242,49417,66059
90254,16564,11866,9158,124849,186004
90255,57253,32165,18387,40325,51705
90260,28290,17612,10635,58792,73140
90262,52788,28110,15327,45897,60344
90263,1868,664,0,-,-
90265,15485,8425,7248,137672,251993
90266,27792,16398,13529,148899,233316
90270,19890,11866,6609,37553,50244
90272,17974,9569,9094,180962,310048
90274,20719,9867,9175,158497,221435
90275,34865,17876,15838,124384,160687
90277,29219,19554,15797,101532,137306
90278,32136,21034,15559,107242,132594
90280,72513,40753,23557,47281,59336
90290,4542,2709,2368,103553,135586
90291,23690,16785,13676,88078,138975
90292,20357,13672,12354,103948,138027
90293,11722,8338,6655,100042,140622
90301,29222,16593,12096,42100,53723
90302,23541,13890,10872,43788,60292
90303,18857,10276,7231,44470,60173
90304,19351,11625,6443,41054,54216
90305,12949,7468,5775,68760,88774
90401,7028,4554,4716,71154,109711
90402,9482,5271,4967,140179,266178
90403,21770,14818,13458,92096,127673
90404,19347,11571,9938,73601,99597
90405,24356,15823,14161,88445,128253
90501,33887,21044,14267,64995,81751
90502,15052,8354,5955,68676,81417
90503,36890,21092,16994,84615,104253
90504,27718,15677,11456,79352,99452
90505,30297,18112,14362,91569,118565
90506,0,0,0,-,-
90601,27618,15968,11216,69740,90298
90602,20488,11358,7826,48427,69044
90603,16579,10085,6682,95354,101171
90604,32934,18329,12113,66974,80126
90605,32036,18031,10719,66963,87469
90606,26365,14303,8924,66566,78114
90620,37548,21515,12747,84942,95092
90621,28137,17211,10123,58639,75549
90623,13311,7547,4933,91131,117312
90630,40137,23935,15937,90165,107540
90631,54891,32303,21416,76910,99251
90638,41473,22497,14544,86141,99460
90640,51068,27927,19863,50326,65999
90650,83271,47359,27238,63669,76120
90660,50479,28542,17011,61524,72284
90670,13244,7530,4793,66509,80147
90680,23509,13599,8627,53492,70047
90701,13912,7640,4529,62863,76851
90703,42807,22569,15667,98175,117784
90704,2910,1963,1437,63021,82813
90706,60258,34017,23359,52944,71090
90710,22751,12834,9193,57968,73516
90712,25444,15129,10403,83627,94576
90713,23349,13969,9290,94110,104954
90715,16416,9806,6041,69905,83360
90716,10724,5553,3836,38500,49668
90717,18031,11133,8470,61077,81885
90720,17751,10128,7821,97598,120888
90723,41299,23365,14339,49064,59308
90731,48341,27302,22373,49464,71934
90732,18504,10321,8610,89440,112705
90740,21810,9907,12422,65299,99928
90742,650,435,387,77153,108118
90743,218,105,125,137361,155629
90744,40927,23641,14509,43284,58535
90745,46477,26368,15103,73053,86357
90746,22259,12110,8112,81988,94836
90747,0,0,0,-,-
90755,9363,5951,4391,75828,92506
90802,34815,22643,20711,51302,68176
90803,28742,18668,16838,83861,120016
90804,32383,19617,14846,47437,63477
90805,70771,39705,26783,47981,62049
90806,32343,18211,12479,50615,63254
90807,26306,16361,12570,75057,98846
90808,31487,19293,13924,102563,123837
90810,30095,16449,9294,56061,70347
90813,43796,24030,16983,34257,46202
90814,15775,10359,8927,64623,85317
90815,33601,18297,14349,84714,106732
90822,143,0,0,-,-
90831,0,0,0,-,-
91001,31187,18588,12654,91090,123099
91006,27165,15372,10590,99360,129105
91007,28354,15156,11627,79964,108248
91008,1059,505,429,112813,182218
91010,21481,12426,7931,68599,88441
91011,16078,9297,6590,160288,239515
91016,33852,21280,14399,71341,97622
91020,7033,4460,3338,69150,79504
91024,9016,5480,4441,98547,135477
91030,20421,13512,10231,92847,133970
91040,17454,9717,7335,77910,94097
91042,22512,12449,9822,53412,72776
91046,160,29,121,24609,32669
91101,18394,11470,10510,64223,79024
91103,23042,14005,8529,69334,111032
91104,31477,18784,13149,72189,98892
91105,10221,5921,5343,112765,160071
91106,21812,14517,10663,77380,115310
91107,27016,16392,12472,92266,125410
91108,10946,5445,4684,152553,226443
91201,20170,11192,8238,56580,84965
91202,20030,10972,8727,66657,92364
91203,12126,7097,5188,51360,73830
91204,15304,8395,6196,44304,58925
91205,32005,16855,14158,38730,58278
91206,29435,15795,13173,57379,85096
91207,8614,4805,3963,81110,135478
91208,13521,8254,5898,105000,139774
91210,520,318,310,155833,188995
91214,25260,14957,10425,94322,117714
91301,20877,13106,9156,117615,156760
91302,21120,12053,9503,122967,200600
91303,23629,15641,9716,51486,64526
91304,42633,26349,16984,64367,86444
91306,40737,24957,14589,64772,80678
91307,22391,12866,8826,111043,134726
91311,34023,20588,14024,82738,109948
91316,25352,15100,12442,68720,103792
91320,35938,22049,15120,116208,147885
91321,27234,15457,11172,66178,91099
91324,25143,14391,10016,68477,91871
91325,28580,17142,11654,65129,91410
91326,30245,17284,12594,105611,134500
91330,3306,1055,0,-,-
91331,82035,46623,23127,57353,69871
91335,64185,38153,24004,55580,74949
91340,27477,15606,8432,54703,68040
91342,74643,41634,24908,68600,80636
91343,50273,30791,17732,61692,80744
91344,44534,25758,16940,86460,111532
91345,15661,8968,5300,74193,80812
91350,28657,17757,11452,103837,118316
91351,25980,16213,9928,76706,91077
91352,37622,20595,12411,52171,67385
91354,22956,15260,10122,120560,138337
91355,25255,15362,12051,92066,109574
91356,25202,14511,11613,71654,120810
91360,35964,20605,15133,93476,112997
91361,17396,9708,8675,116114,174031
91362,29555,17795,13641,108167,147915
91364,22147,12285,10434,100323,138897
91367,36184,21274,17659,84937,115594
91371,0,0,0,-,-
91377,10992,6733,5313,129721,163949
91381,15402,9634,6784,121719,159041
91384,23343,11220,6982,106431,117460
91387,32238,20404,13275,87346,106375
91390,15786,9733,6214,108836,125610
91401,33002,20572,14951,51784,76925
91402,54609,32609,19301,41669,55598
91403,21123,13536,11315,89552,138354
91405,42943,26667,17519,41283,57038
91406,43854,28163,18228,51564,70491
91411,20209,13097,9662,50332,72304
91423,28748,19352,15469,82554,130165
91436,11980,6778,5519,159965,238339
91501,17595,10512,8013,64006,85600
91502,10068,5897,5215,41784,58838
91504,21761,12993,9317,73501,104554
91505,25799,16776,12869,82630,96400
91506,15320,9102,7411,72681,96672
91601,33706,22514,16798,50832,67306
91602,16792,12082,9648,78526,105175
91604,25844,17233,14437,99745,150072
91605,42592,23247,15822,43004,59216
91606,36040,20894,15352,44773,61345
91607,26571,16352,13760,60772,90163
91608,0,0,0,-,-
91701,32073,18977,12909,89067,103753
91702,49520,28243,15144,59104,72068
91706,60776,34866,18013,57240,68746
91708,2615,681,393,89622,105647
91709,61620,37254,24091,102746,119070
91710,72236,34724,20958,75408,92037
91711,30623,16893,11899,97002,124927
91722,28927,17059,10217,70632,81754
91723,15402,9429,6297,63270,78997
91724,21382,11926,7994,82821,97119
91730,55425,31793,23306,68716,79265
91731,23974,12112,8079,36344,51251
91732,50193,27804,15939,48254,62626
91733,34944,18647,11200,42758,55770
91737,20912,12621,8151,102610,122018
91739,29925,19157,11620,103974,124293
91740,21385,11683,8331,76825,90115
91741,21233,12178,9015,99474,124223
91744,67901,38323,18493,63318,74366
91745,45007,24284,16204,81397,100697
91746,24856,13276,6647,64607,74446
91748,39804,21770,13579,64983,86482
91750,27601,15019,11799,83743,107628
91752,23755,13641,8184,70880,89224
91754,28039,14480,10932,58056,81427
91755,24387,12577,8796,49755,74748
91759,388,210,215,51719,73784
91761,46909,28722,16863,68021,78325
91762,44737,25331,17288,53462,65688
91763,29648,16303,10281,54263,64949
91764,40434,24315,15774,51961,64180
91765,39464,22198,15096,95285,111477
91766,54889,30784,17788,54163,68850
91767,38644,22345,13961,54157,67636
91768,28315,14713,8082,50044,64694
91770,53419,28249,17063,51383,66229
91773,28131,15860,11743,81020,98415
91775,20377,11577,8117,81250,104083
91776,32611,18347,11532,52051,67777
91780,28723,15520,10917,67910,86263
91784,21532,12570,9106,110945,133414
91786,42355,24984,19205,54931,67663
91789,37004,20056,13288,95081,113738
91790,37230,21530,12327,74965,87414
91791,27064,15040,10171,80020,96476
91792,24176,14311,8747,70932,83855
91801,46591,26243,19624,53644,73215
91803,25411,14402,9523,61424,79675
91901,14865,8572,6420,90397,105429
91902,16184,9089,6078,92759,112124
91905,1406,120,610,32819,44408
91906,2745,1211,1094,49919,65109
91910,61455,33298,25375,59371,75339
91911,65531,35699,24288,52274,65404
91913,36614,22670,14369,87440,105163
91914,12517,7679,4598,131486,152477
91915,23325,14423,8205,106452,118300
91916,1381,753,672,87344,100085
91917,893,417,232,78929,77391
91931,259,204,74,40982,47746
91932,20382,11983,8847,49950,65512
91934,267,31,206,25636,28729
91935,7329,3979,2807,98668,118876
91941,26460,15170,11873,79001,101396
91942,33442,19439,16531,56645,72684
91945,20739,12094,8495,60739,67045
91948,14,14,14,-,N
91950,50112,28856,16546,42942,57619
91962,1976,1170,820,104760,112781
91963,772,244,321,28508,51023
91977,47686,27453,18726,60986,75257
91978,7607,4431,3197,68206,83043
91980,517,325,83,-,N
92003,4243,2190,1805,70817,103104
