Zip_code,,POR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
12912,"VICTORIA,TX",195303-201512,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.2
13959,"WACO,TX",194101-201512,0.5,0.4,0.1,0,0,0,0,0,0,0,0.1,0.3,1.4
13966,"WICHITA FALLS,TX",189701-201512,1.6,1.4,0.6,0,0,0,0,0,0,0,0.3,0.9,4.8
24127,"SALT LAKE CITY,UT",194801-201512,13.1,10.1,9.1,5.1,0.6,0,0,0,0.1,1.3,6.8,13.1,59.3
14742,"BURLINGTON,VT",194306-201512,19.8,17.4,13.8,3.9,0.1,0,0,0,T,0.3,6.3,18.8,80.4
13733,"LYNCHBURG,VA",194408-201512,4.8,5,3.1,0.2,0,0,0,0,0,0,0.5,2.5,16.1
13737,"NORFOLK,VA",194601-201512,2.9,2.7,0.9,0,0,0,0,0,0,0,0,1,7.5
13740,"RICHMOND,VA",193903-201512,4.8,4,2.1,0.1,0,0,0,0,0,0,0.3,1.8,13.1
13741,"ROANOKE,VA",194801-201512,5.7,6.4,3.1,0.3,0,0,0,0,0,0,1,3.7,20.2
93739,"WALLOPS ISLAND,VA",196610-201512,3.1,3.4,1.1,0.2,0,0,0,0,0,0,0.1,1.7,9.6
24227,"OLYMPIA,WA",194801-201512,7,3.4,1.7,0.1,0,0,0,0,0,0,1.1,3.5,16.8
94240,"QUILLAYUTE,WA",196608-201512,4.3,2.5,1.3,0.3,0,0,0,0,0,0,0.9,2.3,11.6
24233,"SEATTLE,WA",194801-201512,4.7,1.6,1.2,0.1,0,0,0,0,0,0,0.9,2.5,11
24157,"SPOKANE,WA",189301-201512,13,7.6,3.6,0.6,0.1,0,0,0,0,0.2,5.6,11.6,42.3
24160,"WALLA WALLA,WA",194901-201512,5.4,2.8,0.9,0,0,0,0,0,0,0.1,1.6,4.3,15.1
24243,"YAKIMA,WA",194609-201512,7.6,3.1,1.2,0,0,0,0,0,0,0.1,2.7,8.1,22.8
3872,"BECKLEY,WV",196306-201512,17.2,16.8,8.5,2.1,0,0,0,0,0,0.9,3.4,11.5,60.4
13866,"CHARLESTON,WV",194810-201512,10.5,9,5.4,0.7,0,0,0,0,0,0.3,2,5.3,33.2
13729,"ELKINS,WV",192601-201512,16.3,14.8,10.8,3.4,0,0,0,0,0,0.6,5.4,12.2,63.5
3860,"HUNTINGTON,WV",196102-201512,7.9,7.1,4.1,0.5,0,0,0,0,0,0.1,1,3.5,24.2
14898,"GREEN BAY,WI",188609-201512,12.1,10.3,8.9,2.8,0.2,0,0,0,0,0.3,4.2,10.4,49.2
14920,"LA CROSSE,WI",193812-201512,10.4,8.3,8.3,1.8,0,0,0,0,0,0.1,3.7,9.8,42.4
14837,"MADISON,WI",193910-201512,11.2,8.8,7.8,2,0.1,0,0,0,0,0.2,3.4,11,44.5
14839,"MILWAUKEE,WI",193811-201512,14,10.7,8.2,1.7,0.1,0,0,0,0,0.2,2.9,10.5,48.3
24089,"CASPER,WY",194808-201512,10,10.1,12.7,12.1,3.8,0.1,0,0,1.3,6.2,9.9,10.7,76.9
24018,"CHEYENNE,WY",191501-201512,5.8,7.3,11.1,10.3,3.2,0.2,0,0,0.8,4.2,7.2,7.1,57.2
24021,"LANDER,WY",194801-201512,8.6,11.6,16.9,19.1,6.4,0.6,0,0,2.3,9.6,12.5,10.4,98
24029,"SHERIDAN,WY",194801-200107,11.5,10.6,12.6,10.6,1.7,0.1,0,0,1.5,4.7,8.5,11.3,73.1
41415,"GUAM,PC",195703-201512,0,0,0,0,0,0,0,0,0,0,0,0,0
40309,"KOROR,PC",195107-201303,0,0,0,0,0,0,0,0,0,0,0,0,0
40604,"KWAJALEIN- MARSHALL IS.,PC",195205-201302,0,0,0,0,0,0,0,0,0,0,0,0,0
40710,"MAJURO- MARSHALL IS,PC",195502-201303,0,0,0,0,0,0,0,0,0,0,0,0,0
61705,"PAGO PAGO- AMER SAMOA,PC",196604-201109,0,0,0,0,0,0,0,0,0,0,0,0,0
40504,"POHNPEI- CAROLINE IS.,PC",195107-201303,0,0,0,0,0,0,0,0,0,0,0,0,0
40505,"CHUUK- E. CAROLINE IS.,PC",195107-201303,0,0,0,0,0,0,0,0,0,0,0,0,0
40308,"YAP- W CAROLINE IS.,PC",195107-201303,0,0,0,0,0,0,0,0,0,0,0,0,0
11641,"SAN JUAN,PR",195601-201303,0,0,0,0,0,0,0,0,0,0,0,0,0
